dataset,method,num_samples,dev,test,seed
gsm8k,Random,10000,1.1383118778467178,8.955331667884902,2
mmlu_pro,EMBED (RR),500,2.084473103284836,4.889477699103349,0
mmlu_pro,EMBED (RR),500,2.076782349177769,4.758205233785779,1
mmlu_pro,EMBED (RR),500,2.0740438733782085,4.809410921624921,2
mmlu_pro,EMBED (RR),1000,2.063467652457101,5.208141418867447,0
mmlu_pro,EMBED (RR),1000,2.0589553713798523,4.616177212367666,1
mmlu_pro,EMBED (RR),1000,2.0586531707218714,4.843896819962228,2
mmlu_pro,EMBED (RR),2500,2.022426323379789,5.267702682191467,0
mmlu_pro,EMBED (RR),2500,2.0292959690093992,5.1275732515855355,1
mmlu_pro,EMBED (RR),2500,2.030308416060039,5.122214700620463,2
mmlu_pro,EMBED (RR),5000,1.9871733631406512,5.220144817040876,0
mmlu_pro,EMBED (RR),5000,2.0118380052702767,5.360518678051836,1
mmlu_pro,EMBED (RR),5000,1.9929694848401205,5.299685344684552,2
mmlu_pro,EMBED (RR),10000,1.945242703812463,5.4865473640508,0
mmlu_pro,EMBED (RR),10000,1.9544333457946776,5.497690917448478,1
mmlu_pro,EMBED (RR),10000,1.949510647569384,5.598166959261165,2
mmlu_pro,LESS (DG),500,1.895709592955453,5.784101767009719,0
mmlu_pro,LESS (DG),500,1.8859933359282357,5.59178129151622,1
mmlu_pro,LESS (DG),500,1.8937699615955352,5.987769351241753,2
mmlu_pro,LESS (DG),1000,1.9188253768852779,6.434885017177526,0
mmlu_pro,LESS (DG),1000,1.9178945703165873,6.507238844251062,1
mmlu_pro,LESS (DG),1000,1.9172852201121193,6.338066221591323,2
mmlu_pro,LESS (DG),2500,1.940998659815107,7.296377629299272,0
mmlu_pro,LESS (DG),2500,1.947163108416966,7.20131934410397,1
mmlu_pro,LESS (DG),2500,1.9461894827229635,7.235924876473368,2
mmlu_pro,LESS (DG),5000,1.948884552717209,7.739058583558715,0
mmlu_pro,LESS (DG),5000,1.9180900582245417,7.455719442146414,1
mmlu_pro,LESS (DG),5000,1.9365590964044843,7.515952480303005,2
mmlu_pro,LESS (DG),10000,1.9081754948411669,7.859662049826472,0
mmlu_pro,LESS (DG),10000,1.9074330312865122,7.578883780523183,1
mmlu_pro,LESS (DG),10000,1.920962279183524,7.509163138833134,2
mmlu_pro,LESS (KNN-KDE),500,1.8518223243100302,5.1402833765134845,0
mmlu_pro,LESS (KNN-KDE),500,1.8601959083761488,5.178661022890122,1
mmlu_pro,LESS (KNN-KDE),500,1.8523271782057626,5.090031885759944,2
mmlu_pro,LESS (KNN-KDE),1000,1.8820105263165066,6.048027604679636,0
mmlu_pro,LESS (KNN-KDE),1000,1.8758758323533193,6.167806703993615,1
mmlu_pro,LESS (KNN-KDE),1000,1.8678922491414207,6.215224035064432,2
