dataset,method,num_samples,seed,true_metric
mmlu_pro,EMBED (RR),1000,1,36.760305851063826
mmlu_pro,EMBED (RR),1000,2,36.89328457446808
mmlu_pro,EMBED (RR),2500,0,34.97340425531915
mmlu_pro,EMBED (RR),2500,1,36.58577127659575
mmlu_pro,EMBED (RR),2500,2,35.638297872340424
mmlu_pro,EMBED (RR),5000,0,35.62998670212766
mmlu_pro,EMBED (RR),5000,1,35.21442819148936
mmlu_pro,EMBED (RR),5000,2,35.2061170212766
mmlu_pro,EMBED (RR),10000,0,35.82945478723404
mmlu_pro,EMBED (RR),10000,1,36.012300531914896
mmlu_pro,EMBED (RR),10000,2,34.757313829787236
mmlu_pro,RDS+ (RR),500,0,36.53590425531915
mmlu_pro,RDS+ (RR),500,1,36.92652925531915
mmlu_pro,RDS+ (RR),500,2,36.89328457446808
mmlu_pro,RDS+ (RR),1000,0,36.54421542553192
mmlu_pro,RDS+ (RR),1000,1,36.868351063829785
mmlu_pro,RDS+ (RR),1000,2,36.3779920212766
mmlu_pro,RDS+ (RR),2500,0,35.70478723404255
mmlu_pro,RDS+ (RR),2500,1,35.77958776595745
mmlu_pro,RDS+ (RR),2500,2,35.621675531914896
mmlu_pro,RDS+ (RR),5000,0,35.9125664893617
mmlu_pro,RDS+ (RR),5000,1,36.286569148936174
mmlu_pro,RDS+ (RR),5000,2,36.6938164893617
mmlu_pro,RDS+ (RR),10000,0,33.56050531914894
mmlu_pro,RDS+ (RR),10000,1,33.635305851063826
mmlu_pro,RDS+ (RR),10000,2,33.6436170212766
mmlu_pro,LESS (DG),500,0,37.55817819148936
mmlu_pro,LESS (DG),500,1,37.765957446808514
mmlu_pro,LESS (DG),500,2,38.015292553191486
mmlu_pro,LESS (DG),1000,0,38.49734042553192
mmlu_pro,LESS (DG),1000,1,38.356050531914896
mmlu_pro,LESS (DG),1000,2,38.02360372340425
mmlu_pro,LESS (DG),2500,0,37.541555851063826
