dataset,method,num_samples,seed,true_metric
tydiqa,LESS (KNN-KDE),2500,2,71.6944096974668
tydiqa,LESS (KNN-KDE),5000,0,71.74224585557933
tydiqa,LESS (KNN-KDE),5000,1,71.82762022329138
tydiqa,LESS (KNN-KDE),5000,2,71.39060754581436
tydiqa,LESS (KNN-KDE),10000,0,71.91436455885352
tydiqa,LESS (KNN-KDE),10000,1,71.8094232846695
tydiqa,LESS (KNN-KDE),10000,2,72.05379028065335
mmlu_pro,Random,500,0,22.65625
mmlu_pro,Random,500,1,2.767619680851064
mmlu_pro,Random,500,2,16.67220744680851
mmlu_pro,Random,1000,0,46.66722074468085
mmlu_pro,Random,1000,1,41.61402925531915
mmlu_pro,Random,1000,2,45.3374335106383
mmlu_pro,Random,2500,0,46.12699468085106
mmlu_pro,Random,2500,1,46.20179521276596
mmlu_pro,Random,2500,2,46.64228723404255
mmlu_pro,Random,5000,0,43.98271276595745
mmlu_pro,Random,5000,1,46.110372340425535
mmlu_pro,Random,5000,2,46.334773936170215
mmlu_pro,Random,10000,0,46.102061170212764
mmlu_pro,Random,10000,1,46.334773936170215
mmlu_pro,Random,10000,2,44.5063164893617
mmlu_pro,EMBED (RR),500,0,0.024933510638297872
mmlu_pro,EMBED (RR),500,1,0.7064494680851064
mmlu_pro,EMBED (RR),500,2,0.008311170212765957
mmlu_pro,EMBED (RR),1000,0,38.763297872340424
mmlu_pro,EMBED (RR),1000,1,46.61735372340425
mmlu_pro,EMBED (RR),1000,2,39.97672872340425
mmlu_pro,EMBED (RR),2500,0,45.00498670212766
mmlu_pro,EMBED (RR),2500,1,45.41223404255319
mmlu_pro,EMBED (RR),2500,2,44.44813829787234
mmlu_pro,EMBED (RR),5000,0,45.071476063829785
mmlu_pro,EMBED (RR),5000,1,44.597739361702125
mmlu_pro,EMBED (RR),5000,2,44.70578457446808
mmlu_pro,EMBED (RR),10000,0,44.43151595744681
mmlu_pro,EMBED (RR),10000,1,44.5063164893617
mmlu_pro,EMBED (RR),10000,2,44.78889627659575
mmlu_pro,RDS+ (RR),500,0,0.06648936170212766
mmlu_pro,RDS+ (RR),500,1,0.6316489361702127
mmlu_pro,RDS+ (RR),500,2,0.016622340425531915
mmlu_pro,RDS+ (RR),1000,0,42.6279920212766
mmlu_pro,RDS+ (RR),1000,1,27.7593085106383
mmlu_pro,RDS+ (RR),1000,2,44.42320478723404
mmlu_pro,RDS+ (RR),2500,0,43.658577127659576
mmlu_pro,RDS+ (RR),2500,1,45.50365691489361
mmlu_pro,RDS+ (RR),2500,2,45.3374335106383
mmlu_pro,RDS+ (RR),5000,0,43.65026595744681
mmlu_pro,RDS+ (RR),5000,1,43.400930851063826
mmlu_pro,RDS+ (RR),5000,2,44.1156914893617
mmlu_pro,RDS+ (RR),10000,0,42.619680851063826
mmlu_pro,RDS+ (RR),10000,1,43.61702127659575
mmlu_pro,RDS+ (RR),10000,2,43.94946808510639
mmlu_pro,LESS (DG),500,0,27.767619680851062
mmlu_pro,LESS (DG),500,1,8.494015957446809
mmlu_pro,LESS (DG),500,2,29.28025265957447
mmlu_pro,LESS (DG),1000,0,47.48171542553192
mmlu_pro,LESS (DG),1000,1,47.257313829787236
mmlu_pro,LESS (DG),1000,2,47.45678191489361
mmlu_pro,LESS (DG),2500,0,47.805851063829785
